Title,Sender,Sender Email,Date
"=?UTF-8?B?RXhwZXJpZW5jZSBQYXJhZGlzZSBvbiBFYXJ0aCEg8J+lsPCfp5rigI3imYA=?=
 =?UTF-8?B?77iP?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Wed, 07 Dec 2022 18:34:33 +0530"
Eyewear that looks great & stays great by John Jacobs,Lenskart <service@lenskart.in>,service@lenskart.in,"Wed, 7 Dec 2022 19:43:04 +0530"
Improve your Coding Skills with Introduction to Sets,HackerRank Team <no-reply@hackerrankmail.com>,no-reply@hackerrankmail.com,"Wed, 07 Dec 2022 12:58:57 +0000"
Presenting Expert-led Free Masterclasses!,Team Scaler <hello@scaler.com>,hello@scaler.com,"Wed, 07 Dec 2022 12:45:28 +0000 (UTC)"
Your Telephone Bill generated in the month of Dec'2022,BSNL Care -NZ <BSNL@ndc.bsnl.co.in>,BSNL@ndc.bsnl.co.in,"Wed, 7 Dec 2022 17:35:29"
"Mudit, Reminder: Guiding Stars 2022 starts streaming soon!",Google Local Guides <noreply-local-guides@google.com>,noreply-local-guides@google.com,"Wed, 07 Dec 2022 02:34:56 -0800"
"Exclusive Q&A @7PM Today! REGISTER NOW | Scaler Ace
 =?UTF-8?B?8J+agA==?=",Team Scaler <hello@scaler.com>,hello@scaler.com,"Wed, 07 Dec 2022 07:31:10 +0000 (UTC)"
Earn a certificate from a world-class university,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Tue, 06 Dec 2022 15:44:09 -0600"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Tue, 6 Dec 2022 20:50:52 +0000 (UTC)"
[$90 Off] Cyber Sale is closing,Amanda at DataCamp <team@datacamp.com>,team@datacamp.com,"Tue, 06 Dec 2022 20:36:07 +0000"
=?UTF-8?Q?FOR_YOU:_A_Delightful_Stay_At_Radisson_=F0=9F=98=8D?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Tue, 6 Dec 2022 19:37:33 +0530"
"=?UTF-8?Q?Sail_with_the_world's_most_beautiful_voyage!_=F0=9F=9B=B3?=
 =?UTF-8?Q?=EF=B8=8F=F0=9F=A4=A9?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Tue, 06 Dec 2022 14:17:09 +0530"
"Exclusive Q&A @7PM Tomorrow, REGISTER NOW | Scaler Ace",Team Scaler <hello@scaler.com>,hello@scaler.com,"Tue, 06 Dec 2022 13:32:36 +0000 (UTC)"
NPTEL Newsletter: NPTEL+: Upcoming Workshops - Hurry up and Register today!,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Tue, 6 Dec 2022 17:13:40 +0530"
"NPTEL+: Upcoming Workshops on Mechanical Engineering - Hurry up and
 Register today !",NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Tue, 6 Dec 2022 17:15:25 +0530"
Applications open for MBA in Business Analytics (Spring 2023),"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Tue, 06 Dec 2022 08:45:16 +0000"
Safran is hiring: Trainee Engineer / Engineer (Mech/Aero).,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Tue, 6 Dec 2022 07:32:53 +0000 (UTC)"
Prices are dropping for Hotel Casa By The Lake...,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Tue, 06 Dec 2022 04:42:30 +0000"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Mon, 5 Dec 2022 21:02:24 +0000 (UTC)"
"=?UTF-8?B?RGlnIGludG8gQ291cnNlcmHigJlzIGxhdGVzdCByZXNlYXJjaCBp?=
 =?UTF-8?B?biBhIGxpdmUgd2ViaW5hcg==?=","""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 05 Dec 2022 15:01:51 -0600"
Recommended: Introduction to Computer Vision and Image Processing,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 05 Dec 2022 13:04:34 -0600"
Weekly update in Using Databases with Python,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Mon, 05 Dec 2022 19:04:10 +0000"
"Notification: KC's Birthday! @ Tue Dec 6, 2022 1am - 2am (IST) (vyas.mudit14@gmail.com)",Google Calendar <calendar-notification@google.com>,calendar-notification@google.com,"Mon, 05 Dec 2022 19:00:13 +0000"
"=?UTF-8?Q?Keep_the_Monday_Blues_Away!_=F0=9F=91=89=F0=9F=8F=BB?=
 =?UTF-8?Q?=F0=9F=A4=A9?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 05 Dec 2022 14:59:45 +0530"
LAUNCH OF OUR BRAND NEW CONTACT CENTRE : BANKING AS EASY AS 1-2-3-4,SBI CONTACT CENTRE <sbiinfosec@communications.sbi.co.in>,sbiinfosec@communications.sbi.co.in,"Mon, 5 Dec 2022 19:50:10 +0530"
Log9 Materials and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Mon, 5 Dec 2022 13:37:16 +0000 (UTC)"
NPTEL Newsletter: December 2022: Vol 2: Week 1,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Mon, 5 Dec 2022 16:32:18 +0530"
Hurry Up! You are 3 steps away to save on your business purchases,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Mon, 5 Dec 2022 11:26:44 +0000"
Hotel Aashiya Haveli,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Mon, 05 Dec 2022 09:56:52 +0000"
Mega Winter Sale on Sterling Hotels!,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Mon, 5 Dec 2022 14:37:36 +0530"
"Notification: Round 1_ MUDIT VYAS_ Tolerancing Engineer @ Mon Dec 5,
 2022 2:30pm - 3:30pm (IST) (Mudit Vyas)",Google Calendar <calendar-notification@google.com>,calendar-notification@google.com,"Mon, 05 Dec 2022 08:29:53 +0000"
"Fly more, get more. SpiceJet presents SME Flyer Program, Book tickets now.","""SpiceJet"" <spicejet@web-spicejet.com>",spicejet@web-spicejet.com,"Mon, 05 Dec 2022 15:06:02 +0800"
Up to 28% off with GST Invoice with Your FREE Amazon Business Account,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Mon, 5 Dec 2022 04:42:51 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 04 Dec 2022 16:31:35 -0600"
=?UTF-8?Q?27_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sun, 4 Dec 2022 20:51:12 +0000 (UTC)"
"=?UTF-8?Q?Plan_your_trip_to_Mauritius!=E2=9C=88=EF=B8=8F_Tap_to_know_the_?=
 =?UTF-8?Q?reason!_=F0=9F=98=81=F0=9F=91=89=F0=9F=8F=BB?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sun, 04 Dec 2022 16:05:32 +0530"
See what's trending in Udaipur,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Sun, 04 Dec 2022 09:53:32 +0000"
=?UTF-8?Q?Tap_to_avail_last_minute_offer!_=F0=9F=91=87=F0=9F=A4=A9?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sun, 04 Dec 2022 10:50:14 +0530"
Occasion- Weekend | Gift- .. Entertainment on Cinemaplus! Tap to watch now,bsnlcare@ndc.bsnl.co.in,bsnlcare@ndc.bsnl.co.in,"Sun, 4 Dec 2022 14:18:48 +0530"
Why fear when the WHEY is CLEAR with 35% OFF,Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Sun, 04 Dec 2022 05:30:49 +0000 (UTC)"
Reserving a ride in advance is easy,Uber <uber@uber.com>,uber@uber.com,"Sun, 04 Dec 2022 03:41:00 +0000 (UTC)"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sat, 3 Dec 2022 20:52:07 +0000 (UTC)"
=?UTF-8?Q?Get_the_card_of_your_dream!_=F0=9F=92=B3=F0=9F=98=8D?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sat, 03 Dec 2022 16:05:34 +0530"
"=?UTF-8?B?QSBtZXNzYWdlIGZvciB5b3VyIG5leHQgdHJpcCEg4pyI77iP8J+SgeKAjQ==?=
 =?UTF-8?B?4pmA77iP?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sat, 03 Dec 2022 11:49:32 +0530"
Add happiness to your travel with 25% off,"""SpiceJet"" <spicejet@web-spicejet.com>",spicejet@web-spicejet.com,"Sat, 03 Dec 2022 14:39:20 +0800"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Fri, 2 Dec 2022 20:52:56 +0000 (UTC)"
"=?UTF-8?Q?Experience_the_true_form_of_luxury!_=F0=9F=9B=B3=EF=B8=8F?=
 =?UTF-8?Q?=F0=9F=A4=A9?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Fri, 02 Dec 2022 18:06:38 +0530"
Log9 Materials and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Fri, 2 Dec 2022 13:44:07 +0000 (UTC)"
"=?UTF-8?Q?=F0=9F=92=AC_Mudit,_add_John_Clinton_J_to_your_network?=",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Fri, 2 Dec 2022 13:33:22 +0000 (UTC)"
=?utf-8?Q?CAT=20Answer=20key=202022?=,=?utf-8?Q?MBAROI.in?= <info@mbaroi.in>,info@mbaroi.in,"Fri,  2 Dec 2022 12:19:59 +0000"
=?UTF-8?Q?LIVE:_Foreign_Chalo_Sale_=E2=9C=88=F0=9F=A7=B3=F0=9F=A4=A9?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Fri, 2 Dec 2022 16:28:09 +0530"
=?UTF-8?Q?Exciting_Offers_Just_for_You!_=F0=9F=A4=A9=F0=9F=A5=B3?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Fri, 02 Dec 2022 10:53:33 +0530"
"Mudit, explore free learning content!",Amanda at DataCamp <team@datacamp.com>,team@datacamp.com,"Fri, 02 Dec 2022 06:30:03 +0000"
"Updated invitation: Round 1_ MUDIT VYAS_ Tolerancing Engineer @ Mon
 Dec 5, 2022 2:30pm - 3:30pm (IST) (vyas.mudit14@gmail.com)",pratiksha-rajkumar.babaleshwar@airbus.com,pratiksha-rajkumar.babaleshwar@airbus.com,"Fri, 02 Dec 2022 05:16:42 +0000"
"Notification: Go Home!! You have an important day!! @ Fri Dec 2, 2022
 10:30am - 11:30am (IST) (vyas.mudit14@gmail.com)",Google Calendar <calendar-notification@google.com>,calendar-notification@google.com,"Fri, 02 Dec 2022 04:30:09 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Thu, 01 Dec 2022 16:06:58 -0600"
Courses for you,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Thu, 01 Dec 2022 15:43:19 -0600"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Thu, 1 Dec 2022 20:58:48 +0000 (UTC)"
You're invited: Networking Strategies for Young Professionals,=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,linkedin@e.linkedin.com,"Thu, 1 Dec 2022 08:14:23 -0800"
"=?UTF-8?Q?Travel_Deals_for_December_is_Credited!_=F0=9F=92=81=E2=80=8D?=
 =?UTF-8?Q?=E2=99=80=EF=B8=8F=F0=9F=A4=91?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Thu, 01 Dec 2022 16:06:15 +0530"
Order Successful,Dominos India <do-not-reply@dominos.co.in>,do-not-reply@dominos.co.in,"Thu, 1 Dec 2022 13:53:05 +0000"
Your balance for November,Splitwise <hello@splitwise.com>,hello@splitwise.com,"Thu, 01 Dec 2022 13:46:01 +0000 (UTC)"
Job Opportunity With Airbus India :: Tolerancing Engineer,Pratiksha Rajkumar Babaleshwar <pratiksha-rajkumar.babaleshwar@airbus.com>,pratiksha-rajkumar.babaleshwar@airbus.com,"Thu, 1 Dec 2022 14:20:56 +0530"
=?UTF-8?Q?It=E2=80=99s_Coming!_Are_You_Ready=3F?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Thu, 1 Dec 2022 12:47:47 +0530"
Safran is hiring: Trainee Engineer / Engineer (Mech/Aero).,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Thu, 1 Dec 2022 07:35:21 +0000 (UTC)"
Heading to Udaipur?,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Thu, 01 Dec 2022 07:20:20 +0000"
Prices are dropping for Hotel Aashiya Haveli...,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Thu, 01 Dec 2022 04:40:51 +0000"
=?UTF-8?Q?Arundhati=E2=80=99s_invitation_is_waiting_for_your_response?=,"""Arundhati (via LinkedIn)"" <messages-noreply@linkedin.com>",messages-noreply@linkedin.com,"Thu, 1 Dec 2022 01:33:21 +0000 (UTC)"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Wed, 30 Nov 2022 21:02:15 +0000 (UTC)"
=?UTF-8?B?SGFzc2xlLUZyZWUgVHJhaW4gQm9va2luZyEg8J+SgeKAjeKZgO+4j/CfkYc=?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Wed, 30 Nov 2022 16:06:34 +0530"
Log9 Materials and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Wed, 30 Nov 2022 13:45:01 +0000 (UTC)"
"Planning to travel, Check this now!","""SpiceJet"" <spicejet@web-spicejet.com>",spicejet@web-spicejet.com,"Wed, 30 Nov 2022 15:46:47 +0800"
You are Eligible for Free Amazon Business Account,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Wed, 30 Nov 2022 05:50:45 +0000"
CYBER MONTH got lit up with PAY YAY =?UTF-8?B?8J+SsPCfkrg=?=,Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Wed, 30 Nov 2022 04:30:13 +0000 (UTC)"
"=?utf-8?Q?vyas.mudit14,_let=E2=80=99s_get_back_together.?=
 =?utf-8?Q?_Come_back_for_unlimited_entertainment.?=",Netflix <info@mailer.netflix.com>,info@mailer.netflix.com,"Wed, 30 Nov 2022 02:39:03 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Tue, 29 Nov 2022 16:04:14 -0600"
New course + Cyber Sale!,DataCamp Insights <team@datacamp.com>,team@datacamp.com,"Tue, 29 Nov 2022 21:21:25 +0000"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Tue, 29 Nov 2022 20:46:25 +0000 (UTC)"
=?UTF-8?B?SGVyZeKAmXM=?= a glimpse of the Scaler Academy batch!,Team Scaler <hello@scaler.com>,hello@scaler.com,"Tue, 29 Nov 2022 18:52:57 +0000 (UTC)"
=?UTF-8?Q?Crazy_Deals_for_Thailand!_=F0=9F=A4=A9=F0=9F=95=BA?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Tue, 29 Nov 2022 18:06:37 +0530"
"Recommended: Energy Production, Distribution & Safety","""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Tue, 29 Nov 2022 08:09:56 -0600"
"=?UTF-8?Q?Unfold_the_Drama,_Action_&_Speed_at_Saudi!=F0=9F=A4=B8?=
 =?UTF-8?Q?=E2=80=8D=E2=99=80=EF=B8=8F=E2=9A=BD?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Tue, 29 Nov 2022 14:10:06 +0530"
"Mudit, you're on a roll with your career!",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Tue, 29 Nov 2022 11:33:21 +0000 (UTC)"
=?UTF-8?Q?LOADED:_Best_Travel_Offers_for_You=F0=9F=92=B0?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Tue, 29 Nov 2022 14:27:12 +0530"
"NPTEL Newsletter: NPTEL+: Upcoming Workshops - Hurry up and Register
 today! E",NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Tue, 29 Nov 2022 15:06:58 +0530"
"=?utf-8?B?Q2Fu4oCZdCB3YWl0IHRvIGV4cGxvcmU/IFdl4oCZdmUgZ290IG1v?=
	=?utf-8?B?cmUu?=","""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Tue, 29 Nov 2022 09:38:50 +0000"
Molex is hiring: Post Graduate Engineer Trainee.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Tue, 29 Nov 2022 07:28:40 +0000 (UTC)"
Invitation to the Ten Minute Million (Raise a Funding of INR 2.4Mn in 10 min) | E-Cell IIT Bombay  ,ttmm2023@ecell.in,ttmm2023@ecell.in,"Tue, 29 Nov 2022 06:40:11 +0000"
Shh.. CYDER DEALS EXTENDED =?UTF-8?B?8J+YjuKaoO+4jw==?=,Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Tue, 29 Nov 2022 04:30:05 +0000 (UTC)"
A special thanks from us and World Central Kitchen,"""Tripadvisor"" <info@mp1.tripadvisor.com>",info@mp1.tripadvisor.com,"Tue, 29 Nov 2022 03:29:34 +0000"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Mon, 28 Nov 2022 21:09:16 +0000 (UTC)"
Weekly update in Using Databases with Python,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Mon, 28 Nov 2022 19:14:39 +0000"
"=?UTF-8?Q?Perfect_plan_for_your_Winter_Vacation!_=E2=98=83=EF=B8=8F?=
 =?UTF-8?Q?=E2=9D=84=EF=B8=8F?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 28 Nov 2022 17:06:03 +0530"
=?UTF-8?q?$90_Off:_Cyber_Monday=E2=80=941_Day_Sale!?=,DataCamp <team@datacamp.com>,team@datacamp.com,"Mon, 28 Nov 2022 16:53:01 +0000"
Fwd: MuditVyas_(14/18 Dec'22)_2 Deluxe Lake View (New Wing)_4 nights,mewar haveli <info@mewarhaveli.com>,info@mewarhaveli.com,"Mon, 28 Nov 2022 21:35:59 +0530"
"Nuts that crack the best deals =?UTF-8?B?8J+YjfCfjLA=?= Keventers
 @35% off",Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Mon, 28 Nov 2022 16:01:17 +0000 (UTC)"
"=?UTF-8?B?TXVkaXQsIHlvdeKAmXJlIGFtYXppbmchIEl04oCZcyB0aW1lIHRv?=
 =?UTF-8?B?IGdldCB5b3VyIHJldmlld3Mgb24gb3VyIHByb2R1Y3Qh?=","""Rahul - Decathlon Product Review Leader"" <noreply-in@email.decathlon.in>",noreply-in@email.decathlon.in,"Mon, 28 Nov 2022 06:38:46 -0600"
Log9 Materials and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Mon, 28 Nov 2022 13:37:36 +0000 (UTC)"
=?UTF-8?Q?Flight_For_TWO_=3D_2X_Benefits_=F0=9F=98=8D?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Mon, 28 Nov 2022 17:58:05 +0530"
NPTEL Newsletter: November 2022: Vol 2: Week 4,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Mon, 28 Nov 2022 17:17:49 +0530"
=?UTF-8?Q?Witness_the_Luxurious_side_of_Qatar!_=F0=9F=A4=A9=F0=9F=8E=8A?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 28 Nov 2022 13:09:08 +0530"
"V got you... we meant Vegan's got you =?UTF-8?B?8J+NgA==?= Shop @50%
 OFF",Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Mon, 28 Nov 2022 10:00:40 +0000 (UTC)"
"Invitation: Round 1_ MUDIT VYAS_ Tolerancing Engineer @ Fri Dec 2,
 2022 3pm - 4pm (IST) (vyas.mudit14@gmail.com)",pratiksha-rajkumar.babaleshwar@airbus.com,pratiksha-rajkumar.babaleshwar@airbus.com,"Mon, 28 Nov 2022 09:43:35 +0000"
Job Opportunity With Airbus India :: Tolerancing Engineer,Pratiksha Rajkumar Babaleshwar <pratiksha-rajkumar.babaleshwar@airbus.com>,pratiksha-rajkumar.babaleshwar@airbus.com,"Mon, 28 Nov 2022 15:02:56 +0530"
"=?windows-1252?Q?You_said_=91YES=92_and_we_vowed_to_make_it_a_ha?=
 =?windows-1252?Q?ppy_day_for_you._Book_SpiceJet_Charter!?=","""SpiceJet"" <spicejet@web-spicejet.com>",spicejet@web-spicejet.com,"Mon, 28 Nov 2022 15:44:28 +0800"
Prices are dropping for The Umed Hotel...,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Mon, 28 Nov 2022 04:43:55 +0000"
Don't forget your RSVP this BF @33% OFF =?UTF-8?B?4o+w?=,Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Mon, 28 Nov 2022 04:00:47 +0000 (UTC)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 27 Nov 2022 17:35:34 -0600"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sun, 27 Nov 2022 21:16:30 +0000 (UTC)"
Finish booking: The Umed Hotel,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Sun, 27 Nov 2022 18:52:04 +0000"
"Notification: Rachna , Anurag's Birthday @ Mon Nov 28, 2022 12:30am -
 1:30am (IST) (vyas.mudit14@gmail.com)",Google Calendar <calendar-notification@google.com>,calendar-notification@google.com,"Sun, 27 Nov 2022 18:29:51 +0000"
=?UTF-8?B?TWFrZSB5b3VyIFN1bmRheSBhIEZ1bmRheSEg8J+OivCfka/igI3imYDvuI8=?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sun, 27 Nov 2022 18:35:31 +0530"
Vegan Buster @ 50% OFF =?UTF-8?B?4pqh4pqh?=,Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Sun, 27 Nov 2022 16:00:24 +0000 (UTC)"
=?UTF-8?Q?Experience_the_warmth_of_Ancient_Ruins!_=E2=9C=A8=F0=9F=90=AB?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sun, 27 Nov 2022 14:32:45 +0530"
=?UTF-8?B?Vnlhcywgd2VsY29tZSB0byBCb29raW5nLmNvbSE=?=,"""Booking.com"" <noreply@booking.com>",noreply@booking.com,"Sun, 27 Nov 2022 11:24:27 +0100"
"Don't fear the WHEY is clear =?UTF-8?B?8J+Pgw==?= Clear Whey @ 40%
 OFF",Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Sun, 27 Nov 2022 10:00:44 +0000 (UTC)"
Let's help you plan Jodhpur,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Sun, 27 Nov 2022 09:38:58 +0000"
Connect to your Career Counsellor Today.,Mohit Lulla <mohit.lulla@scaler.com>,mohit.lulla@scaler.com,"Sun, 27 Nov 2022 14:41:00 +0530"
Black Friday Weekend Is On! =?UTF-8?B?8J+WpA==?= Grab 33% Now,Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Sun, 27 Nov 2022 04:00:24 +0000 (UTC)"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sat, 26 Nov 2022 21:12:45 +0000 (UTC)"
"=?UTF-8?Q?Keep_your_Travel_Game_on_Point!=F0=9F=8E=AF=F0=9F=98=89_Tap_to_?=
 =?UTF-8?Q?know_how!_=F0=9F=91=89=F0=9F=8F=BB?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sat, 26 Nov 2022 16:37:45 +0530"
Premal S. added you to the group 'Rajasthan trip' on Splitwise,Splitwise <hello@splitwise.com>,hello@splitwise.com,"Sat, 26 Nov 2022 17:02:51 +0000 (UTC)"
=?UTF-8?Q?On_The_Way:_A_Relaxing_Stay_In_Trident_Hotel=F0=9F=A4=A9?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sat, 26 Nov 2022 18:26:30 +0530"
"=?UTF-8?Q?Blow_your_mind_with_the_beauty_of_Ras_Al_Khaimah!_=F0=9F=A4=AF?=
 =?UTF-8?Q?=F0=9F=98=AE?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sat, 26 Nov 2022 12:01:46 +0530"
"What BS ?.. No, it's Black Saturday exclusive@ 33% OFF
 =?UTF-8?B?8J+YhQ==?=",Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Sat, 26 Nov 2022 16:00:33 +0000 (UTC)"
Last Chance: $90 Off!,DataCamp <team@datacamp.com>,team@datacamp.com,"Sat, 26 Nov 2022 15:50:27 +0000"
Connect to your Career Counsellor Today !!,Mohit Lulla <mohit.lulla@scaler.com>,mohit.lulla@scaler.com,"Sat, 26 Nov 2022 21:14:53 +0530"
"Am I Not Aminos Person? Yes you are, 40% OFF Aminos",Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Sat, 26 Nov 2022 10:00:31 +0000 (UTC)"
"=?utf-8?B?VHJhdmVsbGVycyBsb3ZlIHRoZXNlIHNwb3RzIGluIEpvZGhwdXI=?=
	=?utf-8?B?4oCm?=","""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Sat, 26 Nov 2022 09:37:36 +0000"
