,Firm,Sender Email,Day,Date,Month,Year,Time_24hr_offset,Parts_of_the_day,noreply,Month_year
1784,Splitwise ,hello@splitwise.com,Thu,1,Dec,2022,03:46:01,Night,0,Dec 2022
1785,Pratiksha Rajkumar Babaleshwar ,pratiksha-rajkumar.babaleshwar@airbus.com,Thu,1,Dec,2022,09:50:56,Morning,0,Dec 2022
1786,Goibibo ,noreply@content.goibibo.com,Thu,1,Dec,2022,08:17:47,Morning,1,Dec 2022
1787,LinkedIn,jobs-listings@linkedin.com,Thu,1,Dec,2022,07:35:21,Morning,0,Dec 2022
1788,Tripadvisor ,updates@mp1.tripadvisor.com,Thu,1,Dec,2022,07:20:20,Morning,0,Dec 2022
1789,Tripadvisor ,updates@mp1.tripadvisor.com,Thu,1,Dec,2022,04:40:51,Night,0,Dec 2022
1790,LinkedIn,messages-noreply@linkedin.com,Thu,1,Dec,2022,01:33:21,Night,1,Dec 2022
1791,LinkedIn,jobalerts-noreply@linkedin.com,Wed,30,Nov,2022,01:02:15,Night,1,Nov 2022
1792,EaseMyTrip ,info@easemytrip.com,Wed,30,Nov,2022,11:36:34,Morning,0,Nov 2022
1793,LinkedIn,updates-noreply@linkedin.com,Wed,30,Nov,2022,03:45:01,Night,1,Nov 2022
1794,SpiceJet ,spicejet@web-spicejet.com,Wed,30,Nov,2022,13:46:47,Afternoon,0,Nov 2022
1795,Amazon,no-reply@business.amazon.in,Wed,30,Nov,2022,05:50:45,Morning,0,Nov 2022
1796,Myprotein ,info@n.myprotein.com,Wed,30,Nov,2022,04:30:13,Night,0,Nov 2022
1797,Netflix ,info@mailer.netflix.com,Wed,30,Nov,2022,02:39:03,Night,0,Nov 2022
1798,Varsha from Prosple ,varsha@prosple.com,Tue,29,Nov,2022,00:04:14,Night,0,Nov 2022
1799,Datacamp,team@datacamp.com,Tue,29,Nov,2022,01:21:25,Night,0,Nov 2022
1800,LinkedIn,jobalerts-noreply@linkedin.com,Tue,29,Nov,2022,00:46:25,Night,1,Nov 2022
1801,Team Scaler ,hello@scaler.com,Tue,29,Nov,2022,08:52:57,Morning,0,Nov 2022
1802,EaseMyTrip ,info@easemytrip.com,Tue,29,Nov,2022,13:36:37,Afternoon,0,Nov 2022
1803,Coursera ,Coursera@email.coursera.org,Tue,29,Nov,2022,02:09:56,Night,0,Nov 2022
1804,EaseMyTrip ,info@easemytrip.com,Tue,29,Nov,2022,09:40:06,Morning,0,Nov 2022
1805,LinkedIn,messages-noreply@linkedin.com,Tue,29,Nov,2022,01:33:21,Night,1,Nov 2022
1806,Goibibo ,noreply@content.goibibo.com,Tue,29,Nov,2022,09:57:12,Morning,1,Nov 2022
1807,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,29,Nov,2022,10:36:58,Morning,0,Nov 2022
1808,Tripadvisor ,updates@mp1.tripadvisor.com,Tue,29,Nov,2022,09:38:50,Morning,0,Nov 2022
1809,LinkedIn,jobs-listings@linkedin.com,Tue,29,Nov,2022,07:28:40,Morning,0,Nov 2022
1810,ttmm2023@ecell.in,ttmm2023@ecell.in,Tue,29,Nov,2022,06:40:11,Morning,0,Nov 2022
1811,Myprotein ,info@n.myprotein.com,Tue,29,Nov,2022,04:30:05,Night,0,Nov 2022
1812,Tripadvisor ,info@mp1.tripadvisor.com,Tue,29,Nov,2022,03:29:34,Night,0,Nov 2022
1813,LinkedIn,jobalerts-noreply@linkedin.com,Mon,28,Nov,2022,01:09:16,Night,1,Nov 2022
1814,Coursera ,no-reply@m.mail.coursera.org,Mon,28,Nov,2022,09:14:39,Morning,0,Nov 2022
1815,EaseMyTrip ,info@easemytrip.com,Mon,28,Nov,2022,12:36:03,Afternoon,0,Nov 2022
1816,Datacamp,team@datacamp.com,Mon,28,Nov,2022,06:53:01,Morning,0,Nov 2022
1817,mewar haveli ,info@mewarhaveli.com,Mon,28,Nov,2022,07:05:59,Morning,0,Nov 2022
1818,Myprotein ,info@n.myprotein.com,Mon,28,Nov,2022,06:01:17,Morning,0,Nov 2022
1819,Rahul - Decathlon Product Review Leader ,noreply-in@email.decathlon.in,Mon,28,Nov,2022,00:38:46,Night,1,Nov 2022
1820,LinkedIn,updates-noreply@linkedin.com,Mon,28,Nov,2022,03:37:36,Night,1,Nov 2022
1821,Goibibo ,noreply@content.goibibo.com,Mon,28,Nov,2022,13:28:05,Afternoon,1,Nov 2022
1822,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,28,Nov,2022,12:47:49,Afternoon,0,Nov 2022
1823,EaseMyTrip ,info@easemytrip.com,Mon,28,Nov,2022,08:39:08,Morning,0,Nov 2022
1824,Myprotein ,info@n.myprotein.com,Mon,28,Nov,2022,00:00:40,Night,0,Nov 2022
1825,pratiksha-rajkumar.babaleshwar@airbus.com,pratiksha-rajkumar.babaleshwar@airbus.com,Mon,28,Nov,2022,09:43:35,Morning,0,Nov 2022
1826,Pratiksha Rajkumar Babaleshwar ,pratiksha-rajkumar.babaleshwar@airbus.com,Mon,28,Nov,2022,10:32:56,Morning,0,Nov 2022
1827,SpiceJet ,spicejet@web-spicejet.com,Mon,28,Nov,2022,13:44:28,Afternoon,0,Nov 2022
1828,Tripadvisor ,updates@mp1.tripadvisor.com,Mon,28,Nov,2022,04:43:55,Night,0,Nov 2022
1829,Myprotein ,info@n.myprotein.com,Mon,28,Nov,2022,04:00:47,Night,0,Nov 2022
1830,Varsha from Prosple ,varsha@prosple.com,Sun,27,Nov,2022,01:35:34,Night,0,Nov 2022
1831,LinkedIn,jobalerts-noreply@linkedin.com,Sun,27,Nov,2022,01:16:30,Night,1,Nov 2022
1832,Tripadvisor ,updates@mp1.tripadvisor.com,Sun,27,Nov,2022,08:52:04,Morning,0,Nov 2022
1833,Google,calendar-notification@google.com,Sun,27,Nov,2022,08:29:51,Morning,0,Nov 2022
1834,EaseMyTrip ,info@easemytrip.com,Sun,27,Nov,2022,14:05:31,Afternoon,0,Nov 2022
1835,Myprotein ,info@n.myprotein.com,Sun,27,Nov,2022,06:00:24,Morning,0,Nov 2022
1836,EaseMyTrip ,info@easemytrip.com,Sun,27,Nov,2022,10:02:45,Morning,0,Nov 2022
1837,Booking.com ,noreply@booking.com,Sun,27,Nov,2022,02:24:27,Night,1,Nov 2022
1838,Myprotein ,info@n.myprotein.com,Sun,27,Nov,2022,00:00:44,Night,0,Nov 2022
1839,Tripadvisor ,updates@mp1.tripadvisor.com,Sun,27,Nov,2022,09:38:58,Morning,0,Nov 2022
1840,Mohit Lulla ,mohit.lulla@scaler.com,Sun,27,Nov,2022,10:11:00,Morning,0,Nov 2022
1841,Myprotein ,info@n.myprotein.com,Sun,27,Nov,2022,04:00:24,Night,0,Nov 2022
1842,LinkedIn,jobalerts-noreply@linkedin.com,Sat,26,Nov,2022,01:12:45,Night,1,Nov 2022
1843,EaseMyTrip ,info@easemytrip.com,Sat,26,Nov,2022,12:07:45,Afternoon,0,Nov 2022
1844,Splitwise ,hello@splitwise.com,Sat,26,Nov,2022,07:02:51,Morning,0,Nov 2022
1845,Goibibo ,noreply@content.goibibo.com,Sat,26,Nov,2022,13:56:30,Afternoon,1,Nov 2022
1846,EaseMyTrip ,info@easemytrip.com,Sat,26,Nov,2022,07:31:46,Morning,0,Nov 2022
1847,Myprotein ,info@n.myprotein.com,Sat,26,Nov,2022,06:00:33,Morning,0,Nov 2022
1848,Datacamp,team@datacamp.com,Sat,26,Nov,2022,05:50:27,Morning,0,Nov 2022
1849,Mohit Lulla ,mohit.lulla@scaler.com,Sat,26,Nov,2022,06:44:53,Morning,0,Nov 2022
1850,Myprotein ,info@n.myprotein.com,Sat,26,Nov,2022,00:00:31,Night,0,Nov 2022
1851,Tripadvisor ,updates@mp1.tripadvisor.com,Sat,26,Nov,2022,09:37:36,Morning,0,Nov 2022
1852,Arundhati Sharma ,invitations@linkedin.com,Sat,26,Nov,2022,09:21:50,Morning,0,Nov 2022
1853,SpiceJet ,spicejet@web-spicejet.com,Sat,26,Nov,2022,12:07:38,Afternoon,0,Nov 2022
1854,Myprotein ,info@n.myprotein.com,Sat,26,Nov,2022,04:01:12,Night,0,Nov 2022
1855,LinkedIn,jobalerts-noreply@linkedin.com,Fri,25,Nov,2022,00:45:58,Night,1,Nov 2022
1856,EaseMyTrip ,info@easemytrip.com,Fri,25,Nov,2022,08:40:08,Morning,0,Nov 2022
1857,Coursera ,Coursera@email.coursera.org,Fri,25,Nov,2022,20:14:04,Evening,0,Nov 2022
1858,Datacamp,team@datacamp.com,Fri,25,Nov,2022,06:52:06,Morning,0,Nov 2022
1859,Myprotein ,info@n.myprotein.com,Fri,25,Nov,2022,06:36:10,Morning,0,Nov 2022
1860,LinkedIn,updates-noreply@linkedin.com,Fri,25,Nov,2022,03:37:46,Night,1,Nov 2022
1861,LinkedIn,messages-noreply@linkedin.com,Fri,25,Nov,2022,03:33:19,Night,1,Nov 2022
1862,Coursera ,no-reply@m.mail.coursera.org,Fri,25,Nov,2022,03:28:18,Night,0,Nov 2022
1863,MADE EASY ,info@madeeasyprime.com,Fri,25,Nov,2022,03:01:27,Night,0,Nov 2022
1864,Goibibo ,noreply@content.goibibo.com,Fri,25,Nov,2022,12:21:25,Afternoon,1,Nov 2022
1865,Myprotein ,info@n.myprotein.com,Fri,25,Nov,2022,01:30:47,Night,0,Nov 2022
1866,Tripadvisor ,updates@mp1.tripadvisor.com,Fri,25,Nov,2022,09:49:35,Morning,0,Nov 2022
1867,Uber ,noreply@uber.com,Fri,25,Nov,2022,09:25:54,Morning,1,Nov 2022
1868,Myprotein ,info@n.myprotein.com,Fri,25,Nov,2022,08:30:37,Morning,0,Nov 2022
1869,Myprotein ,info@n.myprotein.com,Fri,25,Nov,2022,00:30:09,Night,0,Nov 2022
1870,Varsha from Prosple ,varsha@prosple.com,Thu,24,Nov,2022,00:04:56,Night,0,Nov 2022
1871,LinkedIn,jobalerts-noreply@linkedin.com,Thu,24,Nov,2022,01:02:46,Night,1,Nov 2022
1872,Myprotein ,info@n.myprotein.com,Thu,24,Nov,2022,08:31:18,Morning,0,Nov 2022
1873,Myprotein ,info@n.myprotein.com,Thu,24,Nov,2022,07:30:18,Morning,0,Nov 2022
1874,EaseMyTrip ,info@easemytrip.com,Thu,24,Nov,2022,09:35:04,Morning,0,Nov 2022
1875,Adobe Acrobat ,demand@mail.adobe.com,Thu,24,Nov,2022,21:38:52,Night,0,Nov 2022
1876,Myprotein ,info@n.myprotein.com,Thu,24,Nov,2022,02:30:48,Night,0,Nov 2022
1877,NPTEL ,onlinecourses@nptel.iitm.ac.in,Thu,24,Nov,2022,12:28:28,Afternoon,0,Nov 2022
1878,Goibibo ,noreply@content.goibibo.com,Thu,24,Nov,2022,11:52:06,Morning,1,Nov 2022
1879,Tripadvisor ,updates@mp1.tripadvisor.com,Thu,24,Nov,2022,09:45:04,Morning,0,Nov 2022
1880,Myprotein ,info@n.myprotein.com,Thu,24,Nov,2022,08:31:07,Morning,0,Nov 2022
1881,LinkedIn,jobs-listings@linkedin.com,Thu,24,Nov,2022,07:57:07,Morning,0,Nov 2022
1882,SpiceJet ,spicejet@web-spicejet.com,Thu,24,Nov,2022,13:41:14,Afternoon,0,Nov 2022
1883,Team Scaler ,hello@scaler.com,Wed,23,Nov,2022,02:56:04,Night,0,Nov 2022
1884,LinkedIn,jobalerts-noreply@linkedin.com,Wed,23,Nov,2022,01:04:42,Night,1,Nov 2022
1885,EaseMyTrip ,info@easemytrip.com,Wed,23,Nov,2022,05:34:45,Morning,0,Nov 2022
1886,EaseMyTrip ,info@easemytrip.com,Wed,23,Nov,2022,11:36:03,Morning,0,Nov 2022
1887,LinkedIn,updates-noreply@linkedin.com,Wed,23,Nov,2022,03:36:31,Night,1,Nov 2022
1888,Tripadvisor ,updates@mp1.tripadvisor.com,Wed,23,Nov,2022,08:42:41,Morning,0,Nov 2022
1889,Goibibo ,noreply@content.goibibo.com,Wed,23,Nov,2022,06:23:01,Morning,1,Nov 2022
1890,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,23,Nov,2022,15:19:54,Afternoon,0,Nov 2022
1891,Varsha from Prosple ,varsha@prosple.com,Tue,22,Nov,2022,00:07:39,Night,0,Nov 2022
1892,Datacamp,team@datacamp.com,Tue,22,Nov,2022,01:13:37,Night,0,Nov 2022
1893,LinkedIn,jobalerts-noreply@linkedin.com,Tue,22,Nov,2022,01:07:56,Night,1,Nov 2022
1894,Google,noreply-local-guides@google.com,Tue,22,Nov,2022,18:46:35,Evening,1,Nov 2022
1895,EaseMyTrip ,info@easemytrip.com,Tue,22,Nov,2022,06:05:52,Morning,0,Nov 2022
1896,University of Colorado Boulder ,no-reply@m.mail.coursera.org,Tue,22,Nov,2022,08:53:54,Morning,0,Nov 2022
1897,Coursera ,Coursera@email.coursera.org,Tue,22,Nov,2022,20:14:30,Evening,0,Nov 2022
1898,Goibibo ,noreply@content.goibibo.com,Tue,22,Nov,2022,07:26:58,Morning,1,Nov 2022
1899,Pratiksha Rajkumar Babaleshwar ,pratiksha-rajkumar.babaleshwar@airbus.com,Tue,22,Nov,2022,10:38:23,Morning,0,Nov 2022
1900,Riya Jain ,riya.jain@email.codingblocks.com,Tue,22,Nov,2022,08:17:15,Morning,0,Nov 2022
1901,Tripadvisor ,updates@mp1.tripadvisor.com,Tue,22,Nov,2022,07:45:17,Morning,0,Nov 2022
1902,Quora ,curiosity-noreply@quora.com,Tue,22,Nov,2022,07:32:31,Morning,1,Nov 2022
1903,LinkedIn,jobs-listings@linkedin.com,Tue,22,Nov,2022,07:30:32,Morning,0,Nov 2022
1904,LinkedIn,jobalerts-noreply@linkedin.com,Mon,21,Nov,2022,01:39:10,Night,1,Nov 2022
1905,Datacamp,team@datacamp.com,Mon,21,Nov,2022,09:38:11,Morning,0,Nov 2022
1906,Coursera ,no-reply@m.mail.coursera.org,Mon,21,Nov,2022,09:10:37,Morning,0,Nov 2022
1907,LinkedIn,updates-noreply@linkedin.com,Mon,21,Nov,2022,04:02:25,Night,1,Nov 2022
1908,EaseMyTrip ,info@easemytrip.com,Mon,21,Nov,2022,09:36:08,Morning,0,Nov 2022
1909,Goibibo ,noreply@content.goibibo.com,Mon,21,Nov,2022,11:40:19,Morning,1,Nov 2022
1910,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,21,Nov,2022,12:03:26,Afternoon,0,Nov 2022
1911,Varsha from Prosple ,varsha@prosple.com,Sun,20,Nov,2022,01:09:55,Night,0,Nov 2022
1912,LinkedIn,jobalerts-noreply@linkedin.com,Sun,20,Nov,2022,01:05:17,Night,1,Nov 2022
1913,Tripadvisor ,updates@mp1.tripadvisor.com,Sun,20,Nov,2022,09:29:18,Morning,0,Nov 2022
1914,EaseMyTrip ,info@easemytrip.com,Sun,20,Nov,2022,07:55:05,Morning,0,Nov 2022
1915,Splitwise ,hello@splitwise.com,Sun,20,Nov,2022,08:09:48,Morning,0,Nov 2022
1916,Goibibo ,noreply@content.goibibo.com,Sun,20,Nov,2022,08:07:53,Morning,1,Nov 2022
1917,IRCTC,ticketadmin@irctc.co.in,Sun,20,Nov,2022,08:40:19,Morning,0,Nov 2022
1918,Datacamp,team@datacamp.com,Sun,20,Nov,2022,04:46:23,Night,0,Nov 2022
1919,Myprotein ,info@n.myprotein.com,Sun,20,Nov,2022,04:00:26,Night,0,Nov 2022
1920,LinkedIn,jobalerts-noreply@linkedin.com,Sat,19,Nov,2022,01:10:19,Night,1,Nov 2022
1921,EaseMyTrip ,info@easemytrip.com,Sat,19,Nov,2022,09:17:41,Morning,0,Nov 2022
1922,Goibibo ,noreply@content.goibibo.com,Sat,19,Nov,2022,08:43:01,Morning,1,Nov 2022
1923,NPTEL ,onlinecourses@nptel.iitm.ac.in,Sat,19,Nov,2022,08:30:00,Morning,0,Nov 2022
1924,Netflix ,info@mailer.netflix.com,Sat,19,Nov,2022,06:30:34,Morning,0,Nov 2022
1925,LinkedIn,jobalerts-noreply@linkedin.com,Fri,18,Nov,2022,02:00:21,Night,1,Nov 2022
1926,LinkedIn,updates-noreply@linkedin.com,Fri,18,Nov,2022,00:24:26,Night,1,Nov 2022
1927,LinkedIn,messages-noreply@linkedin.com,Fri,18,Nov,2022,00:24:26,Night,1,Nov 2022
1928,Coursera ,Coursera@email.coursera.org,Fri,18,Nov,2022,20:02:29,Evening,0,Nov 2022
1929,EaseMyTrip ,info@easemytrip.com,Fri,18,Nov,2022,07:04:49,Morning,0,Nov 2022
1930,Uber ,uber@uber.com,Fri,18,Nov,2022,05:48:54,Morning,0,Nov 2022
1931,GeeksforGeeks ,no-reply@geeksforgeeks.org,Fri,18,Nov,2022,05:21:48,Morning,0,Nov 2022
1932,Uber Eats ,uber@uber.com,Fri,18,Nov,2022,03:39:17,Night,0,Nov 2022
1933,Uber ,noreply@uber.com,Fri,18,Nov,2022,09:25:54,Morning,1,Nov 2022
1934,Adobe Acrobat ,demand@mail.adobe.com,Fri,18,Nov,2022,16:00:58,Afternoon,0,Nov 2022
1935,Goibibo ,noreply@content.goibibo.com,Fri,18,Nov,2022,08:13:18,Morning,1,Nov 2022
1936,Netflix ,info@mailer.netflix.com,Fri,18,Nov,2022,06:31:39,Morning,0,Nov 2022
1937,Myprotein ,info@n.myprotein.com,Fri,18,Nov,2022,04:30:08,Night,0,Nov 2022
1938,Tripadvisor ,inspiration@mp1.tripadvisor.com,Fri,18,Nov,2022,01:55:42,Night,0,Nov 2022
1939,Google,calendar-notification@google.com,Fri,18,Nov,2022,00:30:01,Night,0,Nov 2022
1940,Amazon,store-news@amazon.in,Fri,18,Nov,2022,00:09:27,Night,0,Nov 2022
1941,Varsha from Prosple ,varsha@prosple.com,Thu,17,Nov,2022,00:08:35,Night,0,Nov 2022
1942,LinkedIn,jobalerts-noreply@linkedin.com,Thu,17,Nov,2022,01:02:43,Night,1,Nov 2022
1943,Datacamp,team@datacamp.com,Thu,17,Nov,2022,09:48:07,Morning,0,Nov 2022
1944,Dominos India ,do-not-reply@dominos.co.in,Thu,17,Nov,2022,05:31:40,Morning,0,Nov 2022
1945,EaseMyTrip ,info@easemytrip.com,Thu,17,Nov,2022,08:08:09,Morning,0,Nov 2022
1946,DELL India ,info@pbengage.payback.in,Thu,17,Nov,2022,09:05:37,Morning,0,Nov 2022
1947,SpiceJet ,spicejet@web-spicejet.com,Thu,17,Nov,2022,12:53:56,Afternoon,0,Nov 2022
1948,Team Scaler ,hello@scaler.com,Wed,16,Nov,2022,00:48:43,Night,0,Nov 2022
1949,Google,noreply-local-guides@google.com,Wed,16,Nov,2022,18:46:35,Evening,1,Nov 2022
1950,LinkedIn,jobalerts-noreply@linkedin.com,Wed,16,Nov,2022,00:41:47,Night,1,Nov 2022
1951,YouTube ,noreply@youtube.com,Wed,16,Nov,2022,23:45:20,Night,1,Nov 2022
1952,LinkedIn,updates-noreply@linkedin.com,Wed,16,Nov,2022,03:38:59,Night,1,Nov 2022
1953,EaseMyTrip ,info@easemytrip.com,Wed,16,Nov,2022,07:21:47,Morning,0,Nov 2022
1954,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Wed,16,Nov,2022,13:52:46,Afternoon,0,Nov 2022
1955,Riya Jain ,riya.jain@email.codingblocks.com,Wed,16,Nov,2022,02:19:25,Night,0,Nov 2022
1956,Varsha from Prosple ,varsha@prosple.com,Tue,15,Nov,2022,00:08:07,Night,0,Nov 2022
1957,Coursera ,no-reply@m.mail.coursera.org,Tue,15,Nov,2022,01:11:33,Night,0,Nov 2022
1958,Datacamp,team@datacamp.com,Tue,15,Nov,2022,01:10:18,Night,0,Nov 2022
1959,LinkedIn,jobalerts-noreply@linkedin.com,Tue,15,Nov,2022,00:57:20,Night,1,Nov 2022
1960,HDFC Bank ,Information@hdfcbank.net,Tue,15,Nov,2022,04:19:27,Night,0,Nov 2022
1961,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,15,Nov,2022,14:00:00,Afternoon,0,Nov 2022
1962,SBI,yonosbi@alerts.sbi.co.in,Tue,15,Nov,2022,09:18:14,Morning,0,Nov 2022
1963,SpiceJet ,spicejet@web-spicejet.com,Tue,15,Nov,2022,12:40:24,Afternoon,0,Nov 2022
1964,Myprotein ,info@n.myprotein.com,Tue,15,Nov,2022,04:00:15,Night,0,Nov 2022
1965,LinkedIn,jobalerts-noreply@linkedin.com,Mon,14,Nov,2022,01:09:05,Night,1,Nov 2022
1966,Coursera ,no-reply@m.mail.coursera.org,Mon,14,Nov,2022,09:10:05,Morning,0,Nov 2022
1967,EaseMyTrip ,info@easemytrip.com,Mon,14,Nov,2022,15:05:12,Afternoon,0,Nov 2022
1968,LinkedIn,updates-noreply@linkedin.com,Mon,14,Nov,2022,03:38:16,Night,1,Nov 2022
1969,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,14,Nov,2022,13:33:39,Afternoon,0,Nov 2022
1970,HackerRank Team ,no-reply@hackerrankmail.com,Mon,14,Nov,2022,02:54:48,Night,0,Nov 2022
1971,Goibibo ,noreply@content.goibibo.com,Mon,14,Nov,2022,08:18:32,Morning,1,Nov 2022
1972,Coursera ,no-reply@m.mail.coursera.org,Mon,14,Nov,2022,06:48:50,Morning,0,Nov 2022
1973,Tripadvisor ,inspiration@mp1.tripadvisor.com,Mon,14,Nov,2022,02:50:49,Night,0,Nov 2022
1974,Varsha from Prosple ,varsha@prosple.com,Sun,13,Nov,2022,02:17:16,Night,0,Nov 2022
1975,LinkedIn,jobalerts-noreply@linkedin.com,Sun,13,Nov,2022,01:19:27,Night,1,Nov 2022
1976,EaseMyTrip ,info@easemytrip.com,Sun,13,Nov,2022,14:30:41,Afternoon,0,Nov 2022
1977,SBI,cbssbi.cas@alerts.sbi.co.in,Sun,13,Nov,2022,06:07:21,Morning,0,Nov 2022
1978,Quora,hindi-personalized-digest@quora.com,Sun,13,Nov,2022,03:37:12,Night,0,Nov 2022
1979,Goibibo ,noreply@content.goibibo.com,Sun,13,Nov,2022,10:22:44,Morning,1,Nov 2022
1980,DELL India ,info@pbengage.payback.in,Sun,13,Nov,2022,08:17:13,Morning,0,Nov 2022
1981,Google,google-noreply@google.com,Sat,12,Nov,2022,18:32:22,Evening,1,Nov 2022
1982,Google,no-reply@accounts.google.com,Sun,13,Nov,2022,06:31:19,Morning,0,Nov 2022
1983,Myprotein ,info@n.myprotein.com,Sun,13,Nov,2022,05:01:13,Morning,0,Nov 2022
1984,Datacamp,team@datacamp.com,Sun,13,Nov,2022,04:46:20,Night,0,Nov 2022
1985,Tripadvisor ,content@mp1.tripadvisor.com,Sun,13,Nov,2022,04:17:31,Night,0,Nov 2022
1986,LinkedIn,jobalerts-noreply@linkedin.com,Sat,12,Nov,2022,01:03:21,Night,1,Nov 2022
1987,EaseMyTrip ,info@easemytrip.com,Sat,12,Nov,2022,14:34:26,Afternoon,0,Nov 2022
1988,Uber ,uber@uber.com,Sat,12,Nov,2022,03:55:52,Night,0,Nov 2022
1989,EaseMyTrip ,info@easemytrip.com,Sat,12,Nov,2022,09:42:03,Morning,0,Nov 2022
1990,Goibibo ,noreply@content.goibibo.com,Sat,12,Nov,2022,10:01:56,Morning,1,Nov 2022
1991,HDFC Bank ,Information@hdfcbank.net,Sat,12,Nov,2022,07:19:02,Morning,0,Nov 2022
1992,SpiceJet ,spicejet@web-spicejet.com,Sat,12,Nov,2022,12:37:23,Afternoon,0,Nov 2022
1993,Myprotein ,info@n.myprotein.com,Sat,12,Nov,2022,05:00:41,Morning,0,Nov 2022
1994,LinkedIn,jobalerts-noreply@linkedin.com,Fri,11,Nov,2022,01:00:17,Night,1,Nov 2022
1995,Coursera ,Coursera@email.coursera.org,Fri,11,Nov,2022,20:01:42,Evening,0,Nov 2022
1996,LinkedIn,messages-noreply@linkedin.com,Fri,11,Nov,2022,06:53:35,Morning,1,Nov 2022
1997,LinkedIn,updates-noreply@linkedin.com,Fri,11,Nov,2022,06:53:36,Morning,1,Nov 2022
1998,EaseMyTrip ,info@easemytrip.com,Fri,11,Nov,2022,07:36:30,Morning,0,Nov 2022
1999,Uber ,noreply@uber.com,Fri,11,Nov,2022,09:25:53,Morning,1,Nov 2022
